"img-fluid src","achievers-cont","achievers-cont 2","achievers-cont href"
"https://www.gla.ac.in/Uploads/faculty/821frt_QuaziZiauddinMasterTrainerVerbalEnglishGLA216029.JPG","Mr. Ziauddin Quazi","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/821/mr-ziauddin-quazi-"
"https://www.gla.ac.in/Uploads/faculty/899frt_JyotiChaudhary-Copy.jpg","Ms. Jyoti Chaudhary","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/899/ms-jyoti-chaudhary"
"https://www.gla.ac.in/Uploads/faculty/900frt_NehaPareek-Copy.jpg","Ms. Neha pareek","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/900/ms-neha-pareek"
"https://www.gla.ac.in/Uploads/faculty/901frt_ShikhaTiwari-Copy.JPG","Ms. Shikha Tiwari","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/901/ms-shikha-tiwari"
"https://www.gla.ac.in/Uploads/faculty/902frt_Nandini_Tomar.jpeg","Ms. Nandini Tomar","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/902/ms-nandini-tomar"
"https://www.gla.ac.in/Uploads/faculty/823frt_RuchiGuptaSeniorTrainerT&DGLA117857.JPG","Ms. Ruchi Gupta","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/823/ms-ruchi-gupta"
"https://www.gla.ac.in/Uploads/faculty/824frt_548frt_383frt_01.jpg","Mr. Sachin Singh","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/824/mr-sachin-singh"
"https://www.gla.ac.in/Uploads/faculty/903frt_AkankshaAhirwa-Copy.jpg","Ms. Akanksha Ahirwal","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/903/ms-akanksha-ahirwal"
"https://www.gla.ac.in/Uploads/faculty/904frt_AsmitaRay-Copy.jpg","Ms. Asmita Ray","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/904/ms-asmita-ray"
"https://www.gla.ac.in/Uploads/faculty/905frt_Asmita-Copy.jpg","Ms. Asmita","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/905/ms-asmita"
"https://www.gla.ac.in/Uploads/faculty/906frt_MilindSudhakarDeshkar-Copy.jpg","Mr. Milind Sudhakar Deshkar","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/906/mr-milind-sudhakar-deshkar"
"https://www.gla.ac.in/Uploads/faculty/907frt_Garima-Copy.jpg","Ms. Garima","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/907/ms-garima"
"https://www.gla.ac.in/Uploads/faculty/755frt_IMG_6828(1).jpg","Ms. Kanchan Yadav","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/755/ms-kanchan-yadav"
"https://www.gla.ac.in/Uploads/faculty/908frt_825frt_rahul-Small.jpg","Mr. Shivakumar V","Assistant Professor (Research)","https://www.gla.ac.in/academics/faculty-detail/908/mr-shivakumar-v"
