"img-fluid src","achievers-cont","achievers-cont 2","achievers-cont href"
"https://www.gla.ac.in/Uploads/faculty/423frt_Aashish-Jaiswal-01.jpg","Mr. Aashish Jiaswal","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/423/mr-aashish-jiaswal"
"https://www.gla.ac.in/Uploads/faculty/1513frt_Mr.-Vikash-Kumar_sm.jpg","Dr. Vikash Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1513/dr-vikash-kumar"
"https://www.gla.ac.in/Uploads/faculty/59frt_Indresh-yadav-01.jpg","Dr. Indresh Yadav","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/59/dr-indresh-yadav"
"https://www.gla.ac.in/Uploads/faculty/60frt_Mayank-Goyal-01.jpg","Mr. Mayank Goyal","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/60/mr-mayank-goyal"
"https://www.gla.ac.in/Uploads/faculty/1139frt_Jai-Prakash-Sharma-sm.jpg","Dr. Jai Prakash Sharma","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1139/dr-jai-prakash-sharma"
"https://www.gla.ac.in/Uploads/faculty/889frt_VivekKumarSrivastavaEEGLA121352copy.jpg","Dr. Vivek Kumar Srivastava","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/889/dr-vivek-kumar-srivastava"
"https://www.gla.ac.in/Uploads/faculty/1076frt_SulabhSachanSmall.jpg","Dr. Sulabh Sachan","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1076/dr-sulabh-sachan"
"https://www.gla.ac.in/Uploads/faculty/29frt_Arvind-Kumar-Yadav.jpg","Dr. Arvind Kumar Yadav","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/29/dr-arvind-kumar-yadav"
"https://www.gla.ac.in/Uploads/faculty/1259frt_kundan-anand-sm1.webp","Mr. Kundan Anand","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1259/mr-kundan-anand"
"https://www.gla.ac.in/Uploads/faculty/12frt_Sanjay-Kumar-Maurya.jpg","Dr. Sanjay kumar Maurya","Associate Professor","https://www.gla.ac.in/academics/faculty-detail/12/dr-sanjay-kumar-maurya"
"https://www.gla.ac.in/Uploads/faculty/56frt_Ram-Naresh-Mishra-01.jpg","Mr. Ram Naresh Mishra","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/56/mr-ram-naresh-mishra"
"https://www.gla.ac.in/Uploads/faculty/13frt_Subhash-Chand.jpg","Dr. Subhash Chandra","Associate Professor","https://www.gla.ac.in/academics/faculty-detail/13/dr-subhash-chandra"
"https://www.gla.ac.in/Uploads/faculty/32frt_Mr.Ravishankar-Tiwari.jpg","Dr. Ravi Shankar Tiwari","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/32/dr-ravi-shankar-tiwari"
"https://www.gla.ac.in/Uploads/faculty/57frt_Sachin-Goyal-01.jpg","Dr. Sachin Goyal","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/57/dr-sachin-goyal"
"https://www.gla.ac.in/Uploads/faculty/63frt_Mr.-Mukesh-Pushkarna-01.jpg","Mr. Mukesh Pushkarna","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/63/mr-mukesh-pushkarna"
"https://www.gla.ac.in/Uploads/faculty/787frt_adarsh-k-pandey.jpg","Dr. Adarsh Kumar Pandey","Adjunct Professor.","https://www.gla.ac.in/academics/faculty-detail/787/dr-adarsh-kumar-pandey"
"https://www.gla.ac.in/Uploads/faculty/1092frt_Mohd-Zuhaib-Asst-Small.bmp","Dr. Mohd Zuhaib","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1092/dr-mohd-zuhaib"
"https://www.gla.ac.in/Uploads/faculty/1084frt_Dr.AshishKumarSinhaAsst.ProfEEGLA122353.jpg","Dr. Ashish Kumar Sinha","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1084/dr-ashish-kumar-sinha"
